cell,batch,arm,diagnostic,status,source,evidence_path,endpoint_available,endpoint_sha,source_lock,context_capsule,comparison,evidence_missing,compute_unit,new_native_fit,new_gradient,new_forward,capsule_id,technical_validation,prior_cost,forbidden
M-O0-b006-EN-F4,6,EN-F4,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-CA-EXACT,6,CA-EXACT,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b006-shared-native-once,False,False,False,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-CA-EXACT,6,CA-EXACT,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,False,True,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-CA-EXACT,6,CA-EXACT,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-RAND+,6,RAND+,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b006-shared-native-once,False,False,False,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-RAND+,6,RAND+,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,False,True,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-RAND+,6,RAND+,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-RAND-,6,RAND-,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b006-shared-native-once,False,False,False,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-RAND-,6,RAND-,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,False,True,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b006-RAND-,6,RAND-,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B006/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b006,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-N4,7,N4,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b007-shared-native-once,True,False,False,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-N4,7,N4,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Requires this independent cold episode native endpoint,endpoint_optimization_or_geometry,False,False,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-N4,7,N4,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-SCALE,7,SCALE,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b007-shared-native-once,False,False,False,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-SCALE,7,SCALE,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-SCALE,7,SCALE,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-CA,7,CA,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b007-shared-native-once,False,False,False,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-CA,7,CA,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-CA,7,CA,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-KL-P,7,KL-P,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b007-shared-native-once,False,False,False,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-KL-P,7,KL-P,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-KL-P,7,KL-P,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-EN-S,7,EN-S,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b007-shared-native-once,False,False,False,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-EN-S,7,EN-S,endpoint_optimization_or_geometry,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,endpoint_optimization_or_geometry,False,True,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-EN-S,7,EN-S,observer,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",No existing ENFC-v1 same-space/optimizer/per-sequence guard result,observer,False,False,True,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
M-O0-b007-EN-F,7,EN-F,shared_native,RUN_MISSING,historical sequential or different independent editor,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/arms/N4/attempt-v1/output/B007/entry.json,False,,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/execution.lock.json,/data/janghj/ODE-edit/local/local-z-adaptive-allocation/20260916-v1/technical/attempt-v1/cold-capsule.json,"W0/zeroM4,seed20260916,FP32/eager/TF32off,sameO0B100/nativehparams",Existing sequential B2+ entry is not W0/M0; prior independent reset family uses different target/editor configuration,b007-shared-native-once,False,False,False,M-O0-b007,T_ACTUAL_NOT_RUN_NEW_IMPLEMENTATION,REFERENCE_ONLY,REUSE refit;warm/sequential-as-cold;S/R/L;P/N online;Report256
